data_year,offender_id,incident_id,offender_seq_num,age_id,age_num,sex_code,race_id,ethnicity_id,age_range_low_num,age_range_high_num
2024,223536128,196410453,0,104,NS,X,99,50,,
2024,220768232,193997835,1,34,31,M,10,10,31,
2024,223535943,196410281,0,104,NS,X,99,50,,
2024,223535981,196410316,1,26,23,F,10,20,23,
2024,220768371,193997960,1,61,58,M,10,20,58,
2024,220768520,193998086,1,63,60,F,10,20,60,
2024,220768577,193998139,1,103,00,M,98,40,,
2024,220766837,193996593,1,40,37,F,10,20,37,
2024,220768604,193998162,1,43,40,M,10,20,40,
2024,220768291,193997884,1,28,25,F,10,20,25,
2024,220768316,193997907,1,44,41,F,10,10,41,
2024,223535996,196410330,1,41,38,M,10,20,38,
2024,220766615,193996393,0,104,NS,X,99,50,,
2024,220768562,193998124,1,65,62,F,10,20,62,
2024,220768585,193998144,1,33,30,F,10,20,30,
2024,223536044,196410378,1,40,37,F,10,20,37,
2024,223536045,196410378,2,39,36,M,10,20,36,
2024,223536548,196410832,0,104,NS,X,99,50,,
2024,223536089,196410416,0,104,NS,X,99,50,,
2024,223536125,196410451,1,36,33,F,10,20,33,
2024,223536126,196410451,2,38,35,M,10,10,35,
2024,223536425,196410723,1,23,20,M,10,20,20,
2024,223535930,196410270,1,62,59,M,10,20,59,
2024,223535931,196410270,2,55,52,M,10,20,52,
2024,223535976,196410311,0,104,NS,X,99,50,,
2024,223536007,196410342,1,57,54,M,10,40,54,
2024,230906501,202843506,1,33,30,F,20,40,30,
2024,223536046,196410379,1,28,25,F,10,20,25,
2024,223536446,196410740,0,104,NS,X,99,50,,
2024,223536453,196410747,1,35,32,M,10,10,32,
2024,223536462,196410756,1,68,65,M,10,20,65,
2024,223536587,196410868,0,104,NS,X,99,50,,
2024,223536599,196410879,1,44,41,F,10,20,41,
2024,223536619,196410898,1,36,33,M,20,20,33,
2024,223536633,196410911,1,22,19,M,10,20,19,
2024,236450624,207684407,0,104,NS,X,99,50,,
2024,223536666,196410935,1,26,23,M,10,40,23,
2024,223536677,196410945,1,47,44,M,10,20,44,
2024,223536071,196410404,1,35,32,M,10,20,32,
2024,223536687,196410955,1,50,47,F,10,10,47,
2024,223535952,196410289,0,104,NS,X,99,50,,
2024,223536615,196410894,1,20,17,F,10,20,17,
2024,223535991,196410327,0,104,NS,X,99,50,,
2024,223536039,196410374,1,55,52,M,10,20,52,
2024,223536626,196410904,1,47,44,M,10,10,44,
2024,223536069,196410402,0,104,NS,X,99,50,,
2024,223536109,196410435,1,60,57,M,10,20,57,
2024,223535954,196410291,1,36,33,F,10,20,33,
2024,223535987,196410322,0,104,NS,X,99,50,,
2024,223536530,196410816,0,104,NS,X,99,50,,
2024,223536538,196410823,1,24,21,F,10,20,21,
2024,223536490,196410781,1,28,25,F,10,20,25,
2024,234006571,205541144,1,27,24,M,10,10,24,
2024,223536509,196410798,1,10,07,F,10,20,07,
2024,223536510,196410798,2,10,07,M,10,20,05,10
2024,223536066,196410399,1,29,26,M,10,20,26,
2024,223536113,196410439,1,59,56,F,10,10,56,
2024,223535975,196410310,1,23,20,M,10,20,20,
2024,223536516,196410804,1,103,00,M,10,20,,
2024,223536029,196410364,1,39,36,F,10,20,36,
2024,223536564,196410847,1,31,28,M,10,20,28,
2024,223536573,196410854,1,37,34,M,10,20,34,
2024,223536582,196410863,1,23,20,M,10,20,20,
2024,223536593,196410873,1,18,15,F,10,20,15,
2024,223536064,196410397,0,104,NS,X,99,50,,
2024,227027278,199460448,1,65,62,M,10,20,62,
2024,223536621,196410900,1,44,41,F,10,10,41,
2024,220768538,193998102,0,104,NS,X,99,50,,
2024,223536641,196410916,1,64,61,M,10,20,61,
2024,234006650,205541216,1,50,47,M,10,40,47,
2024,223536585,196410866,1,38,35,F,10,20,35,
2024,223536598,196410878,1,20,17,M,10,20,17,
2024,223536120,196410446,0,104,NS,X,99,50,,
2024,223536611,196410890,1,17,14,M,10,40,14,
2024,223536625,196410902,1,31,28,F,10,10,28,
2024,223536646,196410918,1,21,18,M,10,10,18,
2024,223535951,196410288,1,53,50,U,98,40,02,98
2024,223536134,196410459,1,52,49,M,10,20,49,
2024,223536700,196410968,0,104,NS,X,99,50,,
2024,223535961,196410297,0,104,NS,X,99,50,,
2024,223536715,196410982,1,32,29,M,10,20,29,
2024,223536716,196410982,2,34,31,F,10,20,31,
2024,223535990,196410325,0,104,NS,X,99,50,,
2024,223536726,196410992,0,104,NS,X,99,50,,
2024,223536738,196411001,1,41,38,F,10,40,38,
2024,223536761,196411020,1,29,26,F,10,20,26,
2024,223536032,196410367,0,104,NS,X,99,50,,
2024,223536771,196411030,1,36,33,F,10,20,33,
2024,223536772,196411031,0,104,NS,X,99,50,,
2024,223536065,196410398,0,104,NS,X,99,50,,
2024,223536112,196410438,0,104,NS,X,99,50,,
2024,223536787,196411045,1,34,31,M,10,20,31,
2024,223535963,196410299,1,46,43,F,10,10,43,
2024,223536810,196411069,0,104,NS,X,99,50,,
2024,223536832,196411089,0,104,NS,X,99,50,,
2024,223536003,196410338,1,20,17,F,10,20,17,
2024,230906539,202843546,0,104,NS,X,99,50,,
2024,223536744,196411006,1,28,25,M,10,20,25,
2024,223536745,196411006,2,26,23,F,10,20,23,
2024,223536010,196410344,0,104,NS,X,99,50,,
2024,223536760,196411019,1,22,19,F,10,10,19,
2024,223536773,196411032,1,38,35,M,10,20,35,
2024,223536055,196410388,0,104,NS,X,99,50,,
2024,234006705,205541259,1,50,47,F,10,20,47,
2024,223536084,196410415,1,26,23,F,10,20,23,
2024,223536085,196410415,2,35,32,M,10,20,32,
2024,223536086,196410415,3,31,28,M,10,10,28,
2024,223536087,196410415,4,52,49,F,10,20,49,
2024,223536088,196410415,5,53,50,M,10,40,50,
2024,223536833,196411090,1,56,53,F,10,20,53,
2024,223535956,196410293,1,40,37,M,10,20,37,
2024,223536888,196411144,1,68,65,M,10,20,65,
2024,223536917,196411169,2,62,59,M,10,20,59,
2024,223535994,196410329,0,104,NS,X,99,50,,
2024,223536938,196411188,1,33,30,M,10,20,30,
2024,223536970,196411215,0,104,NS,X,99,50,,
2024,223536034,196410369,0,104,NS,X,99,50,,
2024,223536062,196410395,0,104,NS,X,99,50,,
2024,223536779,196411038,1,40,37,M,10,20,37,
2024,223536100,196410427,1,32,29,M,10,20,29,
2024,223536042,196410377,1,16,13,M,10,40,13,
2024,223536043,196410377,2,16,13,F,20,20,13,
2024,223536940,196411190,1,30,27,F,10,20,27,
2024,223536094,196410420,1,22,19,M,10,10,19,
2024,223536972,196411217,1,55,52,M,10,20,52,
2024,223536127,196410452,0,104,NS,X,99,50,,
2024,223536988,196411232,1,24,21,F,10,10,21,
2024,223535958,196410295,1,33,30,M,10,20,30,
2024,223535959,196410295,2,34,31,F,10,20,31,
2024,230906583,202843584,1,40,37,M,10,20,37,
2024,227088701,199516387,1,42,39,F,10,20,39,
2024,227088777,199516458,1,57,54,M,10,20,54,
2024,223535992,196410326,1,26,23,F,10,10,23,
2024,227027310,199460477,1,67,64,M,10,20,64,
2024,223536934,196411184,1,29,26,M,10,20,26,
2024,223536016,196410349,1,26,23,M,10,10,23,
2024,223536048,196410381,1,37,34,M,10,20,34,
2024,223536097,196410424,1,27,24,M,10,20,24,
2024,223536953,196411201,0,104,NS,X,99,50,,
2024,223537060,196411301,1,20,17,M,10,10,17,
2024,223537120,196411357,0,104,NS,X,99,50,,
2024,223537143,196411380,1,41,38,F,10,20,38,
2024,223537173,196411406,1,37,34,M,10,20,34,
2024,223537203,196411433,0,104,NS,X,99,50,,
2024,227088844,199516519,1,36,33,M,10,20,33,
2024,223536991,196411235,0,104,NS,X,99,50,,
2024,223536106,196410432,0,104,NS,X,99,50,,
2024,223537013,196411257,0,104,NS,X,99,50,,
2024,234006702,205541257,1,31,28,M,10,20,28,
2024,223537102,196411339,1,41,38,F,10,40,38,
2024,223537126,196411363,1,29,26,M,10,10,26,
2024,223536141,196410463,0,104,NS,X,99,50,,
2024,223537164,196411401,0,104,NS,X,99,50,,
2024,223537205,196411435,1,43,40,M,10,20,40,
2024,223535995,196410331,0,104,NS,X,99,50,,
2024,227027340,199460506,1,43,40,M,10,20,40,
2024,227027341,199460506,2,25,22,F,10,40,22,
2024,223537271,196411495,0,104,NS,X,99,50,,
2024,223536024,196410360,1,103,00,M,20,40,,
