data_year,offense_id,incident_id,offense_code,attempt_complete_flag,location_id,num_premises_entered,method_entry_code
2024,227559172,191545852,35A,C,25,,
2024,227559173,191545852,35B,C,2,,
2024,227559221,191545894,35A,C,25,,
2024,230341106,193965524,240,C,25,,
2024,227558962,191545663,23F,C,35,,
2024,227559017,191545711,26F,C,35,,
2024,227559076,191545762,23D,C,17,,
2024,230341200,193965611,23F,C,26,,
2024,230341498,193965890,23C,C,14,,
2024,227559199,191545876,290,C,35,,
2024,227558896,191545602,220,C,35,,F
2024,227558970,191545669,23H,C,34,,
2024,227559001,191545694,13C,C,37,,
2024,227559037,191545730,13C,C,35,,
2024,227559074,191545761,23C,C,24,,
2024,227559102,191545788,23C,C,24,,
2024,227559250,191545919,13B,C,35,,
2024,227558904,191545611,23H,C,35,,
2024,227558940,191545643,35A,C,25,,
2024,246530099,208077895,290,C,14,,
2024,230341351,193965751,23F,C,26,,
2024,227559021,191545715,290,C,35,,
2024,227559054,191545744,23H,C,35,,
2024,227559086,191545774,35A,C,25,,
2024,227559087,191545774,35B,C,2,,
2024,227559126,191545810,23C,C,24,,
2024,227558936,191545639,23C,C,24,,
2024,230341041,193965470,13A,C,14,,
2024,230341110,193965530,13B,C,37,,
2024,230341152,193965571,23H,C,35,,
2024,230341098,193965521,13C,C,35,,
2024,230341099,193965521,26C,C,35,,
2024,230341164,193965580,290,C,35,,
2024,230341205,193965615,13B,C,14,,
2024,230341243,193965649,13C,C,35,,
2024,233107341,196360095,11D,C,98,,
2024,236623516,199430788,220,C,35,,N
2024,230341284,193965688,35B,C,25,,
2024,230341309,193965712,23F,C,14,,
2024,233107199,196359960,23H,C,14,,
2024,230341406,193965804,13B,C,25,,
2024,230341531,193965920,13C,C,35,,
2024,230341077,193965502,23H,C,33,,
2024,230341074,193965499,23H,C,33,,
2024,230341127,193965546,290,C,35,,
2024,230341213,193965623,220,C,35,,F
2024,230341241,193965647,23H,C,35,,
2024,230341272,193965676,290,C,35,,
2024,233107383,196360132,220,C,35,,N
2024,233107113,196359885,290,C,41,,
2024,233107135,196359902,23C,C,24,,
2024,233107508,196360248,100,C,14,,
2024,233107509,196360248,120,C,14,,
2024,233107510,196360248,35A,C,35,,
2024,233107541,196360279,13B,C,35,,
2024,233107173,196359936,35A,C,33,,
2024,246530007,208077812,13B,C,35,,
2024,233107241,196359998,220,C,35,,F
2024,233107242,196359998,290,C,35,,
2024,233107268,196360024,13B,C,35,,
2024,233107298,196360055,13A,C,35,,
2024,233107339,196360092,35A,C,25,,
2024,233107376,196360128,23F,C,35,,
2024,233107432,196360178,250,C,7,,
2024,233107458,196360202,23H,C,35,,
2024,233107503,196360244,13B,C,24,,
2024,233107531,196360269,23F,C,35,,
2024,233107216,196359975,23C,C,30,,
2024,233107249,196360005,220,C,35,,F
2024,233107285,196360041,13B,C,35,,
2024,233107332,196360085,23H,C,98,,
2024,233107360,196360113,13B,C,35,,
2024,233107284,196360039,23H,C,98,,
2024,233107323,196360078,35A,C,25,,
2024,233107362,196360115,13B,C,35,,
2024,233107400,196360149,23C,C,24,,
2024,233107437,196360184,370,C,35,,
2024,246530087,208077885,220,C,35,,N
2024,233107516,196360255,23C,C,17,,
2024,233107561,196360298,13C,C,24,,
2024,233107582,196360316,13C,C,35,,
2024,233107361,196360114,290,C,35,,
2024,233107398,196360147,13C,C,35,,
2024,233107430,196360177,23H,C,35,,
2024,233107479,196360221,23F,C,35,,
2024,233107513,196360251,23H,C,35,,
2024,233107536,196360273,23F,A,35,,
2024,233107579,196360313,26B,C,11,,
2024,233107600,196360332,23H,C,35,,
2024,233107338,196360091,23D,C,11,,
2024,233107490,196360230,13B,C,19,,
2024,233107530,196360267,23C,C,24,,
2024,233107560,196360296,35A,C,25,,
2024,236623541,199430810,13A,C,25,,
2024,233107644,196360374,23F,C,35,,
2024,233107672,196360398,26A,C,35,,
2024,233107717,196360438,250,C,14,,
2024,233107392,196360140,23H,C,11,,
2024,246530150,208077940,720,C,35,,
2024,246530117,208077914,23H,C,37,,
2024,246530246,208078025,13B,C,37,,
2024,246530296,208078074,23C,C,24,,
2024,246530332,208078106,240,C,35,,
2024,246530399,208078165,23C,C,24,,
2024,246530034,208077839,23H,C,35,,
2024,246530047,208077851,23H,C,98,,
2024,246530090,208077883,220,C,35,,F
2024,246530120,208077917,720,C,35,,
2024,246530155,208077944,23H,C,35,,
2024,246532071,208079666,23F,A,35,,
2024,246532108,208079700,23F,C,35,,
2024,246532173,208079760,250,C,7,,
2024,246532243,208079824,220,C,11,,F
2024,246532296,208079871,26A,C,11,,
2024,246908520,208405268,23F,C,26,,
2024,246530097,208077894,220,C,35,,N
2024,246530131,208077925,240,C,30,,
2024,246530166,208077955,13C,C,37,,
2024,246530176,208077965,250,C,7,,
2024,246530216,208077999,23C,C,24,,
2024,246530245,208078024,13B,C,26,,
2024,246530293,208078071,13B,C,37,,
2024,246530294,208078071,200,C,23,,
2024,246530295,208078071,35A,C,23,,
2024,246530337,208078109,26A,C,19,,
2024,246530392,208078160,23H,C,35,,
2024,246530451,208078212,220,C,98,,F
2024,246530452,208078212,290,C,11,,
2024,246530073,208077872,290,C,35,,
2024,246530098,208077896,23H,C,24,,
2024,246530219,208078004,23H,C,23,,
2024,246530263,208078044,13B,C,17,,
2024,246530286,208078066,220,C,35,,N
2024,246530350,208078118,13B,C,35,,
2024,240463357,202781471,290,C,35,,
2024,240463147,202781285,290,C,33,,
2024,240463178,202781320,23C,C,11,,
2024,240463199,202781339,220,C,35,,F
2024,240463225,202781356,35B,C,10,,
2024,240463259,202781390,13C,C,35,,
2024,240463277,202781408,23D,C,33,,
2024,240463297,202781429,13C,C,35,,
2024,240463413,202781521,220,C,35,,N
2024,246530260,208078039,13A,C,25,,
2024,240463189,202781328,220,C,35,,F
2024,240463222,202781353,13B,C,35,,
2024,240463272,202781388,23C,C,24,,
2024,240463273,202781388,35A,C,28,,
2024,240463300,202781421,23F,C,33,,
2024,243577655,205511108,220,C,14,,F
2024,246530393,208078158,220,C,30,,F
2024,246530122,208077918,220,C,30,,F
2024,246530157,208077946,23F,C,11,,
2024,246530183,208077969,13B,C,35,,
2024,246530258,208078037,13B,C,17,,
2024,246530279,208078058,200,C,35,,
2024,246908540,208405286,23F,C,33,,
2024,246530359,208078129,23C,C,14,,
2024,246530390,208078157,23C,C,24,,
2024,246908595,208405338,23H,C,44,,
2024,246530483,208078237,240,C,11,,
2024,246530154,208077943,13B,C,14,,
2024,246530165,208077954,290,C,37,,
2024,246908509,208405257,23H,C,26,,
2024,246530575,208078320,23H,C,11,,
2024,246530185,208077972,23H,C,41,,
2024,246530223,208078006,220,C,44,,N
2024,246530224,208078006,290,C,44,,
2024,246530248,208078028,35A,C,25,,
2024,246530285,208078064,13C,C,35,,
2024,246530345,208078117,23H,C,34,,
2024,246530346,208078117,35A,C,23,,
2024,246530347,208078117,35B,C,23,,
2024,246908514,208405262,220,C,44,,F
2024,246530440,208078201,13A,C,14,,
2024,246530041,208077842,13B,C,14,,
2024,246530086,208077884,13B,C,25,,
2024,246530556,208078307,23C,C,14,,
2024,246530208,208077991,23H,C,35,,
2024,246530257,208078031,23F,C,33,,
2024,246530281,208078060,23H,C,35,,
2024,246908531,208405278,23H,C,35,,
2024,246530348,208078120,13B,C,35,,
2024,246530411,208078174,240,C,35,,
2024,246530639,208078378,220,C,30,,F
2024,246908548,208405295,23H,C,98,,
2024,246530249,208078029,220,C,30,,F
2024,246530270,208078047,26F,C,98,,
2024,246530302,208078080,23H,C,98,,
2024,246530351,208078121,23H,C,35,,
2024,246530387,208078154,23F,C,26,,
2024,246530429,208078190,13B,C,35,,
2024,246530464,208078222,13B,C,14,,
2024,246530255,208078035,290,C,35,,
2024,246530287,208078068,13A,C,6,,
2024,246530344,208078115,13B,C,8,,
2024,246530031,208077836,220,C,35,,N
2024,246530400,208078167,13B,C,35,,
2024,246530445,208078207,23H,C,33,,
2024,246530497,208078254,13B,C,35,,
2024,246530540,208078291,220,C,34,1,N
2024,246530593,208078337,23C,C,98,,
2024,246530341,208078113,23C,C,17,,
2024,246530396,208078163,23H,C,35,,
2024,246530441,208078202,23C,C,24,,
2024,246530442,208078202,35A,C,28,,
2024,246530477,208078234,23C,C,14,,
2024,246530542,208078293,23H,C,26,,
2024,246530580,208078325,23H,C,35,,
2024,246530631,208078373,13C,C,35,,
2024,246530669,208078403,23F,C,35,,
2024,246530283,208078061,13B,C,35,,
2024,246530340,208078112,23C,C,14,,
2024,246530380,208078148,220,C,17,,F
2024,246530382,208078148,290,C,17,,
2024,246530438,208078199,240,C,14,,
2024,246530472,208078229,23H,C,17,,
2024,246530509,208078266,13B,C,25,,
2024,246530510,208078266,290,C,25,,
2024,246530545,208078296,220,C,35,,F
2024,246530590,208078335,23C,C,14,,
2024,246530632,208078372,13B,C,35,,
2024,246530667,208078400,13B,C,35,,
2024,246530668,208078400,13C,C,35,,
2024,246530323,208078099,23H,C,35,,
2024,246530367,208078137,35A,C,33,,
2024,246530368,208078137,35B,C,33,,
2024,246530413,208078175,23C,C,24,,
2024,246530435,208078196,13B,C,35,,
2024,246530581,208078326,250,C,7,,
2024,246530678,208078410,26A,C,41,,
2024,246530068,208077868,23H,C,14,,
2024,227558973,191545671,23C,C,17,,
2024,225763121,189990627,23F,C,35,,
2024,225763166,189990660,13B,C,35,,
2024,225763193,189990691,35A,C,35,,
2024,225763194,189990691,35B,C,35,,
2024,225763230,189990727,35A,C,35,,
2024,225763231,189990727,35B,C,35,,
2024,225763232,189990727,520,C,35,,
2024,225762989,189990505,35A,C,35,,
2024,225762990,189990505,35B,C,35,,
2024,225763008,189990524,11D,C,35,,
2024,225763029,189990544,23F,C,35,,
2024,225763060,189990568,26A,C,35,,
2024,225763077,189990589,13B,C,35,,
2024,225706071,189938573,13B,C,35,,
2024,225706072,189938573,35A,C,35,,
2024,225706073,189938573,35B,C,35,,
2024,225763109,189990615,220,C,35,,F
2024,225763112,189990615,290,C,35,,
2024,225763131,189990640,23D,C,35,,
2024,225706059,189938568,35A,C,35,,
2024,225706061,189938568,35B,C,35,,
2024,225706062,189938568,520,C,35,,
2024,225706064,189938570,23H,C,35,,
2024,225706065,189938570,720,C,35,,
2024,225706075,189938576,220,C,35,,N
2024,233097721,196351420,240,C,25,,
2024,225706057,189938565,13B,C,17,,
2024,233097722,196351421,35B,C,25,,
2024,233097729,196351424,26F,C,35,,
2024,225706074,189938575,13B,C,35,,
2024,225706077,189938578,13B,C,35,,
2024,225706078,189938578,13C,C,35,,
2024,225706079,189938578,220,C,35,,F
2024,225706082,189938581,13B,C,35,,
2024,233097732,196351426,13C,C,37,,
2024,233097755,196351444,35B,C,25,,
2024,233097759,196351448,35A,C,25,,
2024,233097760,196351448,35B,C,25,,
2024,233097785,196351467,13B,C,35,,
2024,233097786,196351468,220,C,35,,N
2024,233097787,196351469,13A,C,25,,
2024,233097790,196351473,23C,C,24,,
2024,233097797,196351476,370,C,35,,
2024,233097802,196351481,23H,C,98,,
2024,233097803,196351481,240,C,98,,
2024,233097723,196351422,23H,C,35,,
2024,233097724,196351422,26B,C,35,,
2024,233097725,196351423,13A,C,35,,
2024,233097726,196351423,35A,C,35,,
2024,233097727,196351423,35B,C,35,,
2024,233097728,196351423,520,C,35,,
2024,233097730,196351425,23H,C,35,,
2024,233097731,196351425,250,C,24,,
2024,233097733,196351427,13B,C,35,,
2024,233097735,196351429,13B,C,35,,
2024,233097737,196351431,13C,C,35,,
2024,233097739,196351433,13B,C,35,,
2024,240456681,202775434,13B,C,35,,
2024,233097743,196351437,35A,C,25,,
2024,233097750,196351442,13B,C,35,,
2024,233097751,196351443,720,C,35,,
2024,233097752,196351445,13B,C,35,,
2024,233097753,196351445,35A,C,35,,
2024,233097754,196351445,35B,C,35,,
2024,233097765,196351451,35A,C,25,,
2024,233097769,196351454,26A,C,35,,
2024,233097772,196351457,220,C,35,,F
2024,233097775,196351460,26F,C,35,,
2024,233097736,196351430,220,C,27,,F
2024,233097738,196351432,23H,C,9,,
2024,233097740,196351434,220,C,35,,F
2024,233097742,196351436,220,C,35,,F
2024,233097746,196351440,23H,C,35,,
2024,233097758,196351447,23F,C,35,,
2024,233097761,196351449,13A,C,35,,
2024,233097762,196351449,13B,C,35,,
2024,233097763,196351450,35A,C,25,,
2024,233097764,196351450,35B,C,25,,
2024,233097766,196351453,220,C,35,,F
2024,233097770,196351455,290,C,35,,
2024,233097773,196351459,35A,C,28,,
2024,233097778,196351462,35A,C,35,,
2024,233097779,196351462,35B,C,35,,
2024,233097780,196351462,520,C,35,,
2024,233097781,196351463,23F,C,35,,
2024,233097747,196351441,220,C,35,,N
2024,233097748,196351441,35B,C,21,,
2024,233097749,196351441,520,C,21,,
2024,233097767,196351452,35A,C,25,,
2024,233097768,196351452,35B,C,25,,
2024,233097771,196351456,290,C,21,,
2024,233097774,196351458,290,C,35,,
2024,240455360,202774235,370,C,15,,
2024,240456717,202775483,290,C,35,,
2024,240456716,202775483,23H,C,35,,
2024,240455377,202774250,13A,C,35,,
2024,240455403,202774274,35A,C,44,,
2024,240455409,202774274,35B,C,44,,
2024,240455410,202774274,520,C,44,,
2024,240455434,202774306,11D,C,35,,
2024,240455454,202774319,11D,C,35,,
2024,240456743,202775502,13C,C,35,,
2024,240456773,202775524,35A,C,35,,
2024,240456774,202775524,35B,C,35,,
2024,240455376,202774252,35A,C,25,,
2024,240455402,202774271,35A,C,25,,
2024,240455426,202774304,290,C,35,,
2024,240455447,202774317,35A,C,25,,
2024,240455487,202774350,35A,C,25,,
2024,240455489,202774350,35B,C,25,,
2024,240455516,202774374,35A,C,25,,
2024,240455419,202774287,35A,C,14,,
2024,240455455,202774310,35A,C,25,,
2024,240455477,202774343,11B,C,35,,
2024,240455496,202774359,13A,C,35,,
2024,240455499,202774359,220,C,35,,N
2024,240455521,202774380,35A,C,33,,
2024,240455536,202774392,23F,C,23,,
2024,240455554,202774409,35A,C,32,,
2024,240455555,202774409,520,C,32,,
2024,240455577,202774427,13A,C,35,,
2024,240455390,202774259,35A,C,33,,
2024,240455394,202774259,35B,C,33,,
2024,240455422,202774297,35A,C,33,,
2024,240455423,202774297,35B,C,33,,
2024,240455449,202774316,220,C,35,,N
2024,240455468,202774333,35A,C,25,,
2024,240455491,202774360,23F,C,98,,
2024,240455513,202774375,35A,C,35,,
2024,240455528,202774385,35B,C,25,,
2024,240455553,202774405,13B,C,35,,
2024,240455574,202774423,35A,C,25,,
2024,240455576,202774423,520,C,25,,
2024,240455599,202774449,13C,C,35,,
2024,240455508,202774366,26B,C,98,,
2024,240455523,202774383,23H,C,35,,
2024,240455524,202774383,35A,C,35,,
2024,240455525,202774383,35B,C,35,,
2024,240455544,202774400,35A,C,35,,
2024,240455546,202774400,35B,C,35,,
2024,240455563,202774418,35A,C,35,,
2024,240455586,202774432,13B,C,35,,
2024,240455396,202774262,23H,C,11,,
2024,240455431,202774295,35A,C,24,,
2024,240455458,202774323,13B,C,35,,
2024,240455547,202774404,35B,C,35,,
2024,240455568,202774419,13B,C,35,,
2024,240455389,202774261,23H,C,35,,
2024,240455415,202774289,23H,C,35,,
2024,243573732,205507590,35A,C,25,,
2024,243573733,205507590,35B,C,25,,
2024,243573584,205507450,290,C,23,,
2024,243573607,205507475,250,C,15,,
2024,243573623,205507490,13B,C,35,,
2024,243573646,205507510,120,C,25,,
2024,243573659,205507523,35A,C,35,,
2024,243573660,205507523,35B,C,35,,
2024,243573677,205507535,290,C,28,,
2024,246056422,207665838,23H,C,35,,
2024,243573676,205507536,35A,C,25,,
2024,243573693,205507549,13B,C,35,,
2024,243573711,205507569,240,C,35,,
2024,243573736,205507589,35A,C,35,,
2024,243573737,205507589,35B,C,35,,
2024,243573776,205507620,240,C,35,,
2024,243573588,205507457,35A,C,35,,
2024,243573589,205507457,35B,C,35,,
2024,243573599,205507467,26F,C,98,,
2024,243573613,205507481,23F,C,35,,
2024,243573652,205507513,13B,C,35,,
2024,243573666,205507525,35A,C,26,,
2024,243573667,205507525,35B,C,26,,
2024,243573685,205507540,35A,C,14,,
2024,243573694,205507553,26A,C,15,,
2024,243573706,205507564,13C,C,14,,
2024,243573629,205507491,35A,C,25,,
2024,243573630,205507491,35B,C,25,,
2024,243573648,205507511,35A,C,25,,
2024,246525821,208074074,240,C,98,,
2024,246525615,208073888,36B,C,35,,
2024,230371891,193993944,13A,C,25,,
2024,230371933,193993983,23C,C,17,,
2024,230371987,193994034,220,C,35,,N
2024,230371735,193993801,35A,C,25,,
2024,230371784,193993846,26A,C,19,,
2024,230371844,193993901,250,C,7,,
2024,230371907,193993958,23C,C,24,,
2024,230371960,193994007,220,C,27,,N
2024,230371961,193994007,290,C,27,,
2024,230371744,193993810,290,C,34,,
2024,225794173,190018960,23H,C,35,,
2024,220960950,185833898,250,C,37,,
2024,220960773,185833724,23F,C,35,,
2024,220960821,185833770,23D,C,35,,
2024,220960860,185833810,220,C,35,,N
2024,220960898,185833847,13B,C,35,,
2024,220961014,185833957,23C,C,14,,
2024,220960804,185833753,35A,C,25,,
2024,220960846,185833795,240,C,37,,
2024,220960890,185833839,23H,C,14,,
2024,220960926,185833874,13C,C,15,,
2024,220960955,185833903,290,C,34,,
2024,220960813,185833762,23H,C,35,,
2024,220960844,185833793,13B,C,14,,
2024,220960878,185833827,26B,C,35,,
2024,220960959,185833906,11A,C,35,,
2024,220961001,185833946,13C,C,15,,
2024,225794291,190019071,13C,C,35,,
2024,225794348,190019124,290,C,35,,
2024,225794123,190018914,290,C,37,,
2024,225794172,190018959,23G,C,35,,
2024,225794228,190019012,23H,C,98,,
2024,225794294,190019076,220,C,35,,F
2024,225794387,190019155,13C,C,11,,
2024,225794146,190018928,13B,C,25,,
2024,225794197,190018984,13B,C,35,,
2024,233161718,196409998,240,C,26,,
2024,225794359,190019139,13B,C,35,,
2024,225794226,190019011,23H,C,10,,
2024,225794242,190019022,220,C,35,,F
2024,225794304,190019082,23F,C,33,,
2024,225794356,190019135,23H,C,11,,
2024,225794419,190019192,35A,C,25,,
2024,225794241,190019023,26C,A,15,,
2024,225794301,190019081,290,C,35,,
2024,225794362,190019137,26B,C,24,,
2024,225794418,190019187,26B,A,98,,
2024,225794474,190019235,290,C,35,,
2024,225794532,190019295,290,C,35,,
2024,227588509,191572931,13B,C,35,,
2024,227588510,191572931,23H,C,35,,
2024,225747920,189976972,290,C,35,,
2024,225747970,189977025,23H,C,35,,
2024,225748030,189977077,11D,C,37,,
2024,225748093,189977132,220,C,34,1,N
2024,225747786,189976866,290,C,35,,
2024,225747874,189976942,23D,C,35,,
2024,225747969,189977024,26B,A,38,,
2024,225748037,189977086,26B,A,38,,
2024,225748099,189977143,23H,C,38,,
2024,225748100,189977143,26B,A,38,,
2024,225747809,189976883,23H,C,38,,
2024,225747865,189976933,23H,C,38,,
2024,225747918,189976974,13B,C,35,,
2024,225747973,189977028,26B,C,14,,
2024,225748027,189977081,13B,C,19,,
2024,225747824,189976899,250,C,35,,
2024,225747876,189976939,23D,C,35,,
2024,225747860,189976930,520,C,14,,
2024,225747942,189977000,23H,C,34,,
2024,225747994,189977047,240,C,35,,
2024,225748052,189977102,23H,C,35,,
2024,225747878,189976938,23C,C,14,,
2024,225747932,189976990,23C,C,14,,
2024,225747986,189977039,13A,C,35,,
2024,246076407,207684244,35A,C,25,,
2024,225748075,189977121,13B,C,38,,
2024,227588768,191573168,23H,C,35,,
2024,227588572,191572989,23D,C,14,,
2024,227588625,191573038,220,C,35,,N
2024,227588752,191573154,23H,C,35,,
2024,227588494,191572916,240,C,35,,
2024,227588609,191573022,26A,C,35,,
2024,227588736,191573138,23C,C,17,,
2024,227588517,191572938,23D,C,35,,
2024,227588578,191572995,23H,C,35,,
2024,227588660,191573071,35A,C,11,,
2024,227588661,191573071,35B,C,11,,
2024,227588746,191573147,35A,C,25,,
2024,227588875,191573263,23H,C,38,,
2024,227588807,191573199,35A,C,25,,
2024,227588808,191573199,35B,C,25,,
2024,227588880,191573268,290,C,33,,
2024,227588518,191572939,23H,C,14,,
2024,230369929,193992121,23F,C,35,,
2024,227588638,191573050,23F,C,35,,
2024,227588639,191573050,26B,C,34,,
2024,227588696,191573101,23F,C,35,,
2024,227588906,191573292,23D,C,35,,
2024,227588907,191573292,290,C,35,,
2024,227588730,191573134,23H,C,35,,
2024,230369988,193992178,23F,C,35,,
2024,230370058,193992246,23F,C,35,,
2024,230370067,193992250,23F,C,35,,
2024,230370068,193992250,23H,C,35,,
2024,230370069,193992250,290,C,35,,
2024,230369765,193991964,23F,C,35,,
2024,230369806,193992003,23F,C,35,,
2024,230369863,193992061,23D,C,37,,
2024,230369922,193992114,13C,C,35,,
2024,230369990,193992179,220,C,35,,F
2024,230369920,193992112,290,C,35,,
2024,230370000,193992189,200,C,35,,
2024,230369780,193991979,35A,C,38,,
2024,230369834,193992030,23H,C,35,,
2024,230369884,193992078,13B,C,35,,
2024,233161778,196410037,13C,C,25,,
2024,230370003,193992192,13C,C,35,,
2024,230370146,193992328,23F,C,35,,
2024,230369841,193992034,23F,C,44,,
2024,230369937,193992128,240,C,35,,
2024,230369982,193992171,26C,A,11,,
2024,230369840,193992037,13C,C,35,,
2024,230369886,193992080,23H,C,35,,
2024,230369958,193992145,13B,C,35,,
2024,230370011,193992201,13B,C,35,,
2024,233161840,196410115,23C,C,41,,
2024,233161682,196409964,290,C,33,,
2024,233161720,196410000,13B,C,35,,
2024,233161748,196410027,23C,C,14,,
2024,240531732,202844377,220,C,35,,F
2024,233161833,196410106,220,C,35,,F
2024,233161742,196410022,220,C,35,,F
2024,233161792,196410067,23G,C,11,,
2024,233161829,196410104,23H,C,11,,
2024,233161877,196410147,11B,C,35,,
2024,233161917,196410183,23C,C,17,,
2024,233161734,196410014,35A,C,14,,
2024,233161779,196410055,23H,C,35,,
2024,233161797,196410072,23H,C,37,,
2024,236655652,199460315,520,C,44,,
2024,233161899,196410166,13B,C,26,,
2024,236717084,199516323,13A,C,35,,
2024,233161806,196410084,23H,C,98,,
2024,233161841,196410116,220,C,35,,F
2024,233161880,196410150,23D,C,35,,
2024,233161913,196410179,23D,C,17,,
2024,233161937,196410202,290,C,7,,
2024,233161967,196410231,290,C,35,,
2024,233161996,196410256,290,C,35,,
2024,233161847,196410122,23H,C,35,,
2024,233161881,196410151,23C,C,14,,
2024,233162203,196410450,26C,C,35,,
2024,233161911,196410177,13C,C,35,,
2024,233161943,196410208,23H,C,44,,
2024,233161963,196410227,23F,C,98,,
2024,233162035,196410294,13C,C,98,,
2024,233161869,196410141,13C,C,35,,
2024,233161906,196410173,26B,A,41,,
2024,233161947,196410211,13C,C,11,,
2024,233161977,196410240,23B,C,17,,
2024,233161978,196410240,23H,C,14,,
